14:59:48.621  12.286,18,1,-57.211,178.998,48.832,-0.054,0.043,0.052,-0.493,-0.627,-0.603,-0.415,0.779,-0.471,101.198,0.162,0.000,77.322,0.000,-36.024,202.486,-42.044,-21.935,204.129,-23.969,-12.188,208.694,7.763,-11.405,218.554,70.183,-84.331,127.492,-35.647,-74.253,132.576,-22.283,-62.234,140.644,-5.961,-48.067,160.088,18.229,-14.102,200.416,80.799,-112.338,112.917,-22.455,-102.783,119.669,-9.688,-86.020,132.409,8.739,-64.129,158.151,31.730,-23.298,197.252,84.880,-136.857,119.918,11.160,-125.287,127.255,20.852,-108.920,138.238,32.109,-82.523,162.324,50.703,-38.069,197.317,91.359,-144.357,138.328,43.382,-133.373,144.222,51.014,-116.672,155.097,60.716,-95.449,171.563,68.766,-49.313,205.384,98.542,-23.073,230.790,105.847,50.921,485.708,246.265,0.000
14:59:48.633  12.298,18,1,-55.037,168.794,43.621,-0.054,0.043,0.052,-0.526,-0.597,-0.607,-0.370,0.802,-0.468,100.999,0.075,0.000,77.784,0.000,-38.366,195.626,-44.198,-24.339,196.155,-26.223,-13.975,198.500,4.671,-8.024,205.117,65.740,-82.306,116.208,-37.157,-73.616,121.768,-24.986,-62.528,130.315,-10.188,-47.174,149.580,13.214,-11.240,187.648,75.891,-110.298,103.052,-24.386,-100.250,109.370,-12.907,-83.797,121.845,3.851,-63.041,148.189,26.278,-20.310,184.687,79.564,-139.818,109.271,12.591,-127.632,116.633,21.413,-110.478,128.419,30.813,-80.827,153.558,45.108,-34.683,185.807,85.917,-146.254,128.906,46.362,-133.767,134.856,52.096,-115.406,146.153,58.417,-93.006,163.765,63.391,-45.225,194.792,93.341,-18.646,218.366,100.975,59.463,468.701,246.068,0.000
14:59:48.644  12.309,18,1,-56.387,166.725,41.732,-113.008,-173.206,-158.103,-0.527,-0.595,-0.607,-0.366,0.803,-0.469,101.085,0.100,0.000,76.393,0.000,-42.041,193.814,-46.683,-26.134,194.873,-29.225,-15.171,197.451,2.314,-9.361,202.667,64.086,-88.333,121.160,-43.394,-78.288,124.906,-30.118,-65.252,131.066,-13.923,-48.658,147.601,11.742,-12.652,185.604,74.507,-118.747,103.839,-27.075,-107.124,109.861,-15.325,-88.436,121.412,1.896,-64.637,146.214,24.420,-21.819,182.616,77.798,-142.070,107.380,10.723,-129.588,115.027,19.604,-112.148,126.950,29.032,-82.326,151.522,43.082,-36.089,183.652,83.979,-146.737,126.726,46.187,-134.203,132.904,51.132,-116.375,144.231,56.826,-94.105,161.620,61.211,-46.218,192.516,91.244,-19.896,216.190,99.242,58.488,465.512,246.443,0.000
14:59:48.658  12.324,18,1,-56.623,163.891,40.338,-21.221,-255.086,-125.461,-0.524,-0.594,-0.611,-0.373,0.804,-0.462,100.959,0.083,0.000,77.072,0.000,-41.237,191.841,-49.553,-25.644,193.350,-31.573,-15.029,195.825,0.678,-10.085,199.827,63.123,-88.675,119.899,-45.259,-78.669,123.528,-31.949,-65.659,129.429,-15.668,-48.946,145.101,10.302,-13.145,182.810,73.229,-119.349,101.744,-29.915,-107.619,107.853,-18.034,-88.842,119.404,-0.323,-64.872,143.456,22.915,-22.274,179.691,76.442,-142.238,104.536,8.766,-129.762,112.274,17.622,-112.341,124.220,27.270,-82.440,148.508,41.534,-36.419,180.601,82.556,-145.955,121.729,47.331,-133.221,128.572,51.465,-115.719,140.535,56.290,-93.867,158.318,59.737,-46.208,189.278,89.896,-20.466,213.137,98.076,55.282,462.390,246.011,0.000
14:59:48.669  12.335,18,1,-56.726,161.527,39.256,-7.190,-165.276,-75.613,-0.519,-0.596,-0.612,-0.381,0.803,-0.458,100.846,0.088,0.000,77.226,0.000,-39.732,189.630,-51.021,-24.477,191.462,-32.844,-14.636,194.178,-0.465,-10.712,197.729,62.213,-88.939,120.123,-47.134,-78.944,123.148,-33.739,-65.865,128.160,-17.237,-49.087,142.890,9.241,-13.556,180.615,72.192,-118.456,99.246,-32.173,-107.045,105.399,-20.039,-88.632,117.038,-1.885,-64.918,141.119,21.770,-22.601,177.470,75.314,-142.121,102.070,7.115,-129.627,109.856,16.040,-112.186,121.811,25.880,-82.289,145.923,40.342,-36.537,178.220,81.373,-145.581,118.088,47.517,-132.745,125.217,51.340,-115.266,137.530,55.738,-93.552,155.591,58.590,-46.173,186.815,88.762,-21.036,210.848,97.069,50.396,460.732,245.404,0.000
14:59:48.681  12.346,18,1,-56.372,158.823,38.051,31.950,-244.492,-109.025,-0.514,-0.599,-0.614,-0.388,0.801,-0.456,100.610,0.096,0.000,76.873,0.000,-38.128,186.927,-52.230,-23.216,188.902,-33.944,-14.036,191.833,-1.560,-10.942,195.282,61.088,-88.758,120.057,-48.426,-78.719,122.487,-35.118,-65.518,126.561,-18.660,-48.687,140.333,8.031,-13.559,178.085,70.945,-114.628,95.699,-33.977,-103.993,101.962,-21.751,-86.747,113.940,-3.391,-64.357,138.433,20.500,-22.450,174.909,74.021,-140.622,99.068,5.050,-128.294,106.819,14.184,-111.123,118.807,24.337,-81.631,143.041,39.043,-36.267,175.545,80.066,-144.846,114.197,47.146,-131.856,121.527,50.882,-114.398,134.160,55.033,-92.910,152.585,57.334,-45.917,184.070,87.519,-21.319,208.232,95.870,44.417,458.889,244.124,0.000
14:59:48.695  12.361,18,1,-55.959,156.173,36.783,35.804,-229.349,-109.661,-0.508,-0.601,-0.616,-0.394,0.799,-0.454,100.428,0.108,0.000,76.302,0.000,-37.642,184.298,-52.895,-22.491,186.490,-34.626,-13.537,189.611,-2.448,-10.999,192.912,59.956,-88.375,119.764,-49.743,-78.340,121.643,-36.583,-65.072,124.846,-20.176,-48.173,137.814,6.816,-13.523,175.641,69.761,-112.985,92.800,-35.855,-102.660,99.032,-23.449,-85.755,111.066,-4.814,-63.717,135.786,19.192,-22.276,172.419,72.768,-138.964,96.234,2.650,-126.800,103.862,11.991,-109.898,115.797,22.504,-80.981,140.215,37.643,-36.036,172.941,78.739,-144.367,110.772,46.220,-131.289,118.262,49.875,-113.798,131.091,53.906,-92.348,149.633,55.952,-45.752,181.382,86.230,-21.607,205.709,94.674,38.173,457.141,243.051,0.000
14:59:48.707  12.372,18,1,-55.470,153.677,35.531,33.092,-169.100,-84.827,-0.503,-0.603,-0.620,-0.399,0.798,-0.452,100.364,0.114,0.000,75.301,0.000,-36.687,181.154,-53.189,-21.590,183.785,-34.980,-13.027,187.150,-3.124,-10.872,190.601,58.968,-88.801,119.804,-51.011,-78.407,121.163,-38.057,-64.658,123.460,-21.705,-47.623,135.502,5.612,-13.352,173.304,68.714,-111.134,89.783,-37.144,-101.236,96.119,-24.801,-84.771,108.337,-6.107,-63.085,133.279,17.888,-22.005,169.968,71.634,-137.044,93.213,0.657,-125.193,100.811,10.049,-108.645,112.804,20.783,-80.328,137.554,36.223,-35.700,170.409,77.488,-143.570,107.630,44.900,-130.511,115.186,48.528,-113.075,128.139,52.603,-91.730,146.840,54.543,-45.428,178.769,84.996,-21.688,203.270,93.603,32.927,455.639,242.001,0.000
14:59:48.718  12.384,18,1,-54.821,151.336,34.344,56.937,-205.360,-104.211,-0.497,-0.605,-0.622,-0.401,0.796,-0.453,100.345,0.126,0.000,71.356,0.000,-36.383,176.637,-53.252,-21.151,179.864,-35.317,-12.679,184.232,-3.862,-10.577,188.462,58.061,-89.147,119.949,-52.004,-78.287,120.597,-39.277,-64.086,121.872,-22.997,-46.889,133.213,4.548,-13.068,171.115,67.811,-109.138,87.182,-38.238,-99.651,93.525,-25.972,-83.602,105.798,-7.257,-62.285,130.912,16.682,-21.614,167.747,70.617,-134.688,90.256,-1.042,-123.235,97.791,8.434,-107.097,109.857,19.338,-79.541,135.086,34.851,-35.254,168.120,76.317,-142.907,104.910,43.344,-129.833,112.468,47.065,-112.333,125.500,51.293,-91.017,144.321,53.113,-45.010,176.450,83.775,-21.630,201.077,92.587,28.478,454.262,241.070,0.000
14:59:48.732  12.398,18,1,-54.041,149.136,33.163,69.320,-195.405,-104.846,-0.492,-0.606,-0.625,-0.404,0.795,-0.452,100.280,0.136,0.000,69.478,0.000,-36.508,173.673,-53.773,-21.017,177.206,-36.052,-12.419,181.854,-4.780,-10.104,186.428,57.128,-89.140,119.200,-52.946,-77.937,119.515,-40.442,-63.366,120.271,-24.225,-45.971,131.153,3.460,-12.611,169.070,66.891,-107.638,85.114,-39.426,-98.299,91.383,-27.189,-82.446,103.601,-8.411,-61.325,128.710,15.478,-21.079,165.617,69.610,-132.595,87.605,-2.691,-121.346,95.076,6.875,-105.536,107.172,17.919,-78.646,132.771,33.502,-34.719,165.927,75.178,-142.150,102.564,41.175,-129.072,110.069,45.144,-111.551,123.059,49.716,-90.247,141.874,51.712,-44.555,174.159,82.597,-21.490,198.955,91.599,23.111,452.854,240.232,0.000
14:59:48.744  12.409,18,1,-52.695,145.974,31.586,94.798,-222.787,-111.083,-0.486,-0.608,-0.627,-0.409,0.793,-0.452,99.975,0.129,0.000,67.762,0.000,-34.038,167.752,-54.412,-19.553,171.967,-36.709,-11.571,177.521,-5.948,-9.244,183.461,55.567,-88.062,116.011,-54.342,-76.594,116.490,-42.048,-61.819,117.288,-25.865,-44.404,128.107,1.836,-11.546,166.035,65.208,-104.447,81.204,-40.504,-95.277,87.738,-28.600,-79.937,100.228,-9.924,-59.685,125.545,13.794,-19.938,162.536,67.906,-128.286,82.476,-3.688,-117.781,90.233,5.544,-102.809,102.780,16.433,-77.081,129.510,31.844,-33.613,162.813,73.539,-139.555,99.123,37.607,-126.940,106.485,42.007,-109.838,119.478,47.468,-88.831,138.528,50.161,-43.579,170.996,81.098,-20.807,195.811,89.993,19.305,449.607,238.271,0.000
14:59:48.756  12.421,18,1,-52.094,144.436,30.786,52.633,-134.707,-70.091,-0.483,-0.610,-0.628,-0.412,0.792,-0.451,100.042,0.134,0.000,68.398,0.000,-32.499,166.049,-55.188,-18.342,170.454,-37.471,-10.889,176.037,-6.625,-8.770,182.057,54.881,-88.967,114.924,-55.142,-76.754,115.354,-42.947,-61.344,115.939,-26.771,-43.742,126.635,1.089,-11.081,164.672,64.567,-104.027,79.807,-41.551,-94.855,86.303,-29.656,-79.401,98.729,-10.800,-59.026,124.012,12.978,-19.458,161.149,67.195,-127.461,80.932,-4.530,-116.977,88.676,4.621,-102.026,101.141,15.510,-76.418,127.849,30.968,-33.101,161.322,72.759,-137.871,97.313,36.121,-125.578,104.754,40.300,-108.913,117.738,45.890,-88.188,136.748,49.293,-43.071,169.404,80.320,-20.541,194.424,89.311,15.986,448.869,237.804,0.000
14:59:48.770  12.436,18,1,-51.673,143.104,30.160,35.021,-110.736,-52.076,-0.483,-0.610,-0.629,-0.412,0.792,-0.452,100.035,0.145,0.000,68.412,0.000,-31.349,164.759,-55.800,-17.280,169.273,-38.023,-10.139,174.809,-7.073,-8.369,180.671,54.300,-89.717,115.257,-55.763,-76.964,115.236,-43.677,-61.100,115.165,-27.510,-43.284,125.327,0.512,-10.682,163.344,64.025,-103.723,78.690,-42.673,-94.510,85.125,-30.685,-79.018,97.451,-11.580,-58.608,122.705,12.339,-19.091,159.823,66.598,-126.972,79.641,-5.250,-116.478,87.395,3.798,-101.549,99.828,14.697,-76.009,126.518,30.303,-32.732,159.975,72.140,-136.727,96.170,34.692,-124.709,103.599,38.830,-108.358,116.472,44.664,-87.772,135.390,48.626,-42.684,168.030,79.702,-20.288,193.106,88.739,13.127,447.867,237.381,0.000
14:59:48.782  12.447,18,1,-51.640,142.174,29.238,2.264,-64.471,-63.881,-0.484,-0.608,-0.629,-0.409,0.793,-0.452,99.976,0.138,0.000,68.777,0.000,-29.978,164.152,-56.715,-16.129,168.728,-38.772,-9.515,174.066,-7.774,-8.251,179.496,53.380,-90.410,116.078,-56.695,-77.368,115.743,-44.836,-61.216,115.041,-28.696,-43.236,124.435,-0.375,-10.599,162.325,63.135,-103.707,77.897,-44.051,-94.504,84.331,-32.017,-79.042,96.615,-12.688,-58.615,121.850,11.403,-19.062,158.824,65.671,-126.496,78.588,-6.170,-116.114,86.417,2.791,-101.378,98.859,13.641,-76.032,125.648,29.362,-32.721,158.954,71.217,-136.233,95.438,33.366,-124.439,102.936,37.403,-108.308,115.735,43.363,-87.765,134.505,47.696,-42.638,166.992,78.797,-20.278,192.070,87.838,11.241,446.760,236.664,0.000
